PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
1150,35.5948117,137.0954655,-1.4,-366.221,-133.859,7,5337,71,93
1151,35.5947998,137.0954654,-1.4,-369.889,-133.892,7,5337,71,93
1152,35.5947879,137.0954656,-1.4,-373.553,-133.838,7,5337,71,93
1153,35.5947761,137.095466,-1.4,-377.187,-133.74,7,5337,71,93
1154,35.5947643,137.0954664,-1.4,-380.821,-133.642,7,5337,71,93
1155,35.5947523,137.0954673,-1.4,-384.541,-133.417,7,5337,71,93
1156,35.5947402,137.0954686,-1.4,-388.249,-133.085,7,5337,71,93
1157,35.5947331,137.0954696,-1.4,-390.457,-132.833,7,5337,71,93
1158,35.5947293,137.0954699,-1.4,-391.615,-132.757,7,5337,71,93
1159,35.5947255,137.0954702,-1.4,-392.773,-132.681,7,5337,71,93
1160,35.5947234,137.0954699,-1.4,-393.444,-132.762,7,5337,71,93
1161,35.5947214,137.0954675,-1.4,-394.041,-133.35,7,5337,71,93
1162,35.5947209,137.0954632,-1.4,-394.199,-134.438,7,5337,71,93
1163,35.5947208,137.0954589,-1.4,-394.22,-135.514,7,5337,71,93
1164,35.5947209,137.0955227,-1.4,-394.218,-119.524,7,5337,71,93
1165,35.594721,137.0955385,-1.4,-394.16,-115.566,7,5337,71,93
1166,35.5947214,137.0955163,-1.4,-394.048,-121.129,7,5337,71,93
1167,35.5947232,137.0955096,-1.4,-393.497,-122.822,7,5337,71,93
1168,35.5947262,137.0955034,-1.4,-392.563,-124.368,7,5337,71,93
1169,35.5947301,137.0954984,-1.4,-391.376,-125.629,7,5337,71,93
1170,35.5947345,137.0954948,-1.4,-390.022,-126.52,7,5337,71,93
1171,35.5947392,137.0954936,-1.4,-388.571,-126.821,7,5337,71,93
1172,35.59474,137.0954934,-1.4,-388.319,-126.877,7,5337,71,93
1173,35.5947398,137.0954903,-1.4,-388.388,-127.639,7,5337,71,93
1174,35.5947412,137.0954904,-1.4,-387.944,-127.631,7,5337,71,93
1175,35.5947411,137.0954934,-1.4,-387.986,-126.882,7,5337,71,93
1176,35.5947448,137.0954929,-1.4,-386.822,-127.009,7,5337,71,93
1177,35.5947478,137.0954926,-1.4,-385.909,-127.084,7,5337,71,93
1178,35.5947495,137.0954937,-1.4,-385.384,-126.802,7,5337,71,93
1179,35.5947505,137.0954959,-1.4,-385.092,-126.255,7,5337,71,93
1180,35.5947504,137.0955013,-1.4,-385.101,-124.892,7,5337,71,93
1181,35.5947504,137.0955068,-1.4,-385.11,-123.529,7,5337,71,93
1182,35.5947504,137.0955122,-1.4,-385.119,-122.166,7,5337,71,93
1183,35.5947503,137.0955176,-1.4,-385.128,-120.803,7,5337,71,93
1184,35.5947506,137.0955176,-1.4,-385.055,-120.818,7,5337,71,93
1185,35.5947663,137.095517,-1.4,-380.22,-120.952,7,5337,71,93
1186,35.5947658,137.0954954,-1.4,-380.378,-126.383,7,5337,71,93
1187,35.5947663,137.0954933,-1.4,-380.215,-126.908,7,5337,71,93
1188,35.5947671,137.0954921,-1.4,-379.972,-127.207,7,5337,71,93
1189,35.5947688,137.0954912,-1.4,-379.446,-127.416,7,5337,71,93
1190,35.5947708,137.095491,-1.4,-378.836,-127.468,7,5337,71,93
1191,35.5947733,137.0954911,-1.4,-378.063,-127.457,7,5337,71,93
1192,35.5947759,137.095491,-1.4,-377.263,-127.478,7,5337,71,93
1193,35.5947786,137.0954908,-1.4,-376.427,-127.523,7,5337,71,93
1194,35.5947816,137.0954909,-1.4,-375.507,-127.507,7,5337,71,93
1195,35.5947845,137.0954909,-1.4,-374.587,-127.491,7,5337,71,93
1196,35.5947875,137.095491,-1.4,-373.667,-127.475,7,5337,71,93
1197,35.5947903,137.0954909,-1.4,-372.8,-127.503,7,5337,71,93
1198,35.5947932,137.0954908,-1.4,-371.933,-127.531,7,5337,71,93
1199,35.594796,137.0954907,-1.4,-371.066,-127.559,7,5337,71,93
1200,35.5947988,137.0954905,-1.4,-370.199,-127.587,7,5337,71,93
1201,35.5948016,137.0954904,-1.4,-369.332,-127.615,7,5337,71,93
1202,35.5948044,137.0954903,-1.4,-368.465,-127.643,7,5337,71,93
1203,35.5948072,137.0954902,-1.4,-367.598,-127.671,7,5337,71,93
1204,35.5948084,137.09549,-1.4,-367.229,-127.72,7,5337,71,93
1205,35.5948098,137.0954907,-1.4,-366.79,-127.551,7,5337,71,93
1206,35.594811,137.0954921,-1.4,-366.439,-127.188,7,5337,71,93
1207,35.5948112,137.0954944,-1.4,-366.368,-126.612,7,5337,71,93
1208,35.5948113,137.0954973,-1.4,-366.331,-125.886,7,5337,71,93
1209,35.5948115,137.0955002,-1.4,-366.294,-125.16,7,5337,71,93
1210,35.5948116,137.0955031,-1.4,-366.257,-124.434,7,5337,71,93
1211,35.5948115,137.0955064,-1.4,-366.279,-123.613,7,5337,71,93
1212,35.5948114,137.0955097,-1.4,-366.301,-122.792,7,5337,71,93
1213,35.5948114,137.095513,-1.4,-366.323,-121.971,7,5337,71,93
1214,35.5948113,137.0955163,-1.4,-366.345,-121.15,7,5337,71,93
1215,35.5948112,137.0955195,-1.4,-366.367,-120.329,7,5337,71,93
1216,35.5948124,137.0955515,-1.4,-366.019,-112.319,7,5337,71,93
1217,35.5948269,137.0955516,-1.4,-361.525,-112.289,7,5337,71,93
1218,35.594826,137.0954936,-1.4,-361.809,-126.835,7,5337,71,93
1219,35.594827,137.0954909,-1.4,-361.503,-127.501,7,5337,71,93
1220,35.5948291,137.0954905,-1.4,-360.851,-127.602,7,5337,71,93
1221,35.5948309,137.0954912,-1.4,-360.31,-127.434,7,5337,71,93
1222,35.5948317,137.0954932,-1.4,-360.067,-126.933,7,5337,71,93
1223,35.5948319,137.095498,-1.4,-360.007,-125.73,7,5337,71,93
1224,35.5948468,137.0954941,-1.4,-355.417,-126.698,7,5337,71,93
1225,35.5948472,137.0954931,-1.4,-355.273,-126.941,7,5337,71,93
1226,35.5948498,137.0954927,-1.4,-354.492,-127.038,7,5337,71,93
1227,35.594853,137.0954924,-1.4,-353.505,-127.135,7,5337,71,93
1228,35.5948562,137.095492,-1.4,-352.518,-127.232,7,5337,71,93
1229,35.5948594,137.0954916,-1.4,-351.531,-127.329,7,5337,71,93
1230,35.5948626,137.0954912,-1.4,-350.544,-127.426,7,5337,71,93
1231,35.5948662,137.0954898,-1.4,-349.413,-127.781,7,5337,71,93
1232,35.5948699,137.0954884,-1.4,-348.282,-128.136,7,5337,71,93
1233,35.5948736,137.0954869,-1.4,-347.151,-128.491,7,5337,71,93
1234,35.5948743,137.0954905,-1.4,-346.931,-127.588,7,5337,71,93
1235,35.5948748,137.095495,-1.4,-346.786,-126.469,7,5337,71,93
1236,35.5948752,137.0954995,-1.4,-346.641,-125.35,7,5337,71,93
1237,35.5948764,137.0955141,-1.4,-346.276,-121.682,7,5337,71,93
1238,35.594892,137.0955142,-1.4,-341.458,-121.669,7,5337,71,93
1239,35.5948922,137.0954874,-1.4,-341.417,-128.37,7,5337,71,93
1240,35.5948947,137.0954856,-1.4,-340.634,-128.834,7,5337,71,93
1241,35.5948975,137.0954846,-1.4,-339.774,-129.08,7,5337,71,93
1242,35.5949001,137.0954858,-1.4,-338.975,-128.778,7,5337,71,93
1243,35.5949027,137.095487,-1.4,-338.176,-128.476,7,5337,71,93
1244,35.5949072,137.0954868,-1.4,-336.8,-128.528,7,5337,71,93
1245,35.5949116,137.0954866,-1.4,-335.424,-128.58,7,5337,71,93
1246,35.5949126,137.0954937,-1.4,-335.117,-126.803,7,5337,71,93
1247,35.5949134,137.0955198,-1.4,-334.886,-120.266,7,5337,71,93
1248,35.5949284,137.0954861,-1.4,-330.247,-128.711,7,5337,71,93
1249,35.5949295,137.0954858,-1.4,-329.92,-128.788,7,5337,71,93
1250,35.5949339,137.0954855,-1.4,-328.544,-128.84,7,5337,71,93
1251,35.5949384,137.0954853,-1.4,-327.168,-128.892,7,5337,71,93
1252,35.5949429,137.0954851,-1.4,-325.792,-128.944,7,5337,71,93
1253,35.5949473,137.0954849,-1.4,-324.416,-128.996,7,5337,71,93
1254,35.5949518,137.0954847,-1.4,-323.04,-129.048,7,5337,71,93
1255,35.5949563,137.0954845,-1.4,-321.664,-129.1,7,5337,71,93
1256,35.5949607,137.0954843,-1.4,-320.288,-129.152,7,5337,71,93
1257,35.5949635,137.0954841,-1.4,-319.426,-129.206,7,5337,71,93
1258,35.5949675,137.0954878,-1.4,-318.198,-128.27,7,5337,71,93
1259,35.5949715,137.0954918,-1.4,-316.983,-127.279,7,5337,71,93
1260,35.5949757,137.0954953,-1.4,-315.683,-126.402,7,5337,71,93
1261,35.5949794,137.0954988,-1.4,-314.525,-125.53,7,5337,71,93
1262,35.594982,137.0955011,-1.4,-313.746,-124.949,7,5337,71,93
1263,35.5949971,137.0955018,-1.4,-309.073,-124.762,7,5337,71,93
1264,35.5949972,137.0954989,-1.4,-309.06,-125.497,7,5337,71,93
1265,35.5949998,137.0954949,-1.4,-308.238,-126.507,7,5337,71,93
1266,35.5950025,137.0954908,-1.4,-307.416,-127.517,7,5337,71,93
1267,35.5950033,137.0954895,-1.4,-307.176,-127.847,7,5337,71,93
1268,35.5950041,137.0954887,-1.4,-306.936,-128.052,7,5337,71,93
1269,35.5950054,137.0954883,-1.4,-306.537,-128.154,7,5337,71,93
1270,35.5950081,137.0954882,-1.4,-305.695,-128.164,7,5337,71,93
1271,35.5950108,137.0954882,-1.4,-304.853,-128.174,7,5337,71,93
1272,35.5950136,137.0954882,-1.4,-304.011,-128.184,7,5337,71,93
1273,35.5950163,137.0954881,-1.4,-303.169,-128.194,7,5337,71,93
1274,35.595019,137.0954881,-1.4,-302.327,-128.204,7,5337,71,93
1275,35.5950213,137.0954887,-1.4,-301.628,-128.048,7,5337,71,93
1276,35.5950222,137.0954908,-1.4,-301.351,-127.514,7,5337,71,93
1277,35.5950223,137.0954934,-1.4,-301.321,-126.883,7,5337,71,93
1278,35.5950224,137.0954959,-1.4,-301.291,-126.252,7,5337,71,93
1279,35.5950399,137.0954962,-1.4,-295.898,-126.173,7,5337,71,93
1280,35.5950437,137.0954889,-1.4,-294.719,-127.991,7,5337,71,93
1281,35.5950456,137.0954856,-1.4,-294.142,-128.816,7,5337,71,93
1282,35.5950478,137.0954838,-1.4,-293.451,-129.275,7,5337,71,93
1283,35.5950501,137.0954836,-1.4,-292.75,-129.32,7,5337,71,93
1284,35.5950508,137.0954856,-1.4,-292.546,-128.815,7,5337,71,93
1285,35.5950508,137.0954893,-1.4,-292.527,-127.903,7,5337,71,93
1286,35.5950507,137.0955138,-1.4,-292.559,-121.751,7,5337,71,93
1287,35.5950664,137.0955133,-1.4,-287.726,-121.885,7,5337,71,93
1288,35.5950658,137.095486,-1.4,-287.91,-128.732,7,5337,71,93
1289,35.5950665,137.0954818,-1.4,-287.699,-129.786,7,5337,71,93
1290,35.595068,137.0954819,-1.4,-287.238,-129.753,7,5337,71,93
1291,35.595073,137.0954819,-1.4,-285.699,-129.753,7,5337,71,93
1292,35.595078,137.0954819,-1.4,-284.16,-129.753,7,5337,71,93
1293,35.5950826,137.0954819,-1.4,-282.718,-129.74,7,5337,71,93
1294,35.595083,137.0954807,-1.4,-282.604,-130.05,7,5337,71,93
1295,35.5950877,137.0954809,-1.4,-281.171,-129.999,7,5337,71,93
1296,35.5950923,137.0954811,-1.4,-279.738,-129.948,7,5337,71,93
1297,35.595097,137.0954813,-1.4,-278.305,-129.897,7,5337,71,93
1298,35.5950983,137.0954821,-1.4,-277.883,-129.7,7,5337,71,93
1299,35.5950985,137.0954854,-1.4,-277.834,-128.875,7,5337,71,93
1300,35.5950984,137.0954908,-1.4,-277.874,-127.531,7,5337,71,93
1301,35.5950985,137.0954966,-1.4,-277.838,-126.068,7,5337,71,93
1302,35.5950986,137.0955025,-1.4,-277.802,-124.605,7,5337,71,93
1303,35.5950987,137.0955083,-1.4,-277.766,-123.142,7,5337,71,93
1304,35.5950987,137.0955098,-1.4,-277.764,-122.755,7,5337,71,93
1305,35.595116,137.0955095,-1.4,-272.429,-122.83,7,5337,71,93
1306,35.5951162,137.0954883,-1.4,-272.386,-128.152,7,5337,71,93
1307,35.5951217,137.0954882,-1.4,-270.693,-128.167,7,5337,71,93
1308,35.5951217,137.0954795,-1.4,-270.693,-130.363,7,5337,71,93
1309,35.5951243,137.0954794,-1.4,-269.875,-130.386,7,5337,71,93
1310,35.5951269,137.0954794,-1.4,-269.076,-130.377,7,5337,71,93
1311,35.5951295,137.0954794,-1.4,-268.277,-130.368,7,5337,71,93
1312,35.5951321,137.0954795,-1.4,-267.478,-130.359,7,5337,71,93
1313,35.5951347,137.0954795,-1.4,-266.679,-130.35,7,5337,71,93
1314,35.5951373,137.0954795,-1.4,-265.88,-130.341,7,5337,71,93
1315,35.5951399,137.0954796,-1.4,-265.081,-130.332,7,5337,71,93
1316,35.5951425,137.0954796,-1.4,-264.282,-130.323,7,5337,71,93
1317,35.5951451,137.0954797,-1.4,-263.483,-130.314,7,5337,71,93
1318,35.5951476,137.0954797,-1.4,-262.684,-130.305,7,5337,71,93
1319,35.5951502,137.0954797,-1.4,-261.885,-130.296,7,5337,71,93
1320,35.5951515,137.0954806,-1.4,-261.5,-130.081,7,5337,71,93
1321,35.5951521,137.0954835,-1.4,-261.312,-129.344,7,5337,71,93
1322,35.5951515,137.0954875,-1.4,-261.494,-128.338,7,5337,71,93
1323,35.5951497,137.0954916,-1.4,-262.059,-127.33,7,5337,71,93
1324,35.5951477,137.0954938,-1.4,-262.678,-126.778,7,5337,71,93
1325,35.5951473,137.0955265,-1.4,-262.785,-118.579,7,5337,71,93
1326,35.5951676,137.0955264,-1.4,-256.54,-118.617,7,5337,71,93
1327,35.5951667,137.0955026,-1.4,-256.805,-124.555,7,5337,71,93
1328,35.5951678,137.0954991,-1.4,-256.478,-125.439,7,5337,71,93
1329,35.5951676,137.0954889,-1.4,-256.547,-128.006,7,5337,71,93
1330,35.5951703,137.0954837,-1.4,-255.71,-129.299,7,5337,71,93
1331,35.5951743,137.0954803,-1.4,-254.482,-130.14,7,5337,71,93
1332,35.5951788,137.0954793,-1.4,-253.074,-130.412,7,5337,71,93
1333,35.5951841,137.095479,-1.4,-251.457,-130.47,7,5337,71,93
1334,35.5951893,137.0954789,-1.4,-249.851,-130.505,7,5337,71,93
1335,35.5951951,137.0954788,-1.4,-248.068,-130.525,7,5337,71,93
1336,35.5952009,137.0954787,-1.4,-246.285,-130.545,7,5337,71,93
1337,35.5952066,137.0954787,-1.4,-244.502,-130.565,7,5337,71,93
1338,35.5952124,137.0954786,-1.4,-242.719,-130.585,7,5337,71,93
1339,35.5952182,137.0954782,-1.4,-240.933,-130.668,7,5337,71,93
1340,35.595224,137.095478,-1.4,-239.153,-130.731,7,5337,71,93
1341,35.5952295,137.0954779,-1.4,-237.453,-130.764,7,5337,71,93
1342,35.5952357,137.095478,-1.4,-235.557,-130.739,7,5337,71,93
1343,35.5952414,137.0954779,-1.4,-233.8,-130.747,7,5337,71,93
1344,35.5952471,137.0954774,-1.4,-232.036,-130.881,7,5337,71,93
1345,35.5952536,137.0954771,-1.4,-230.039,-130.944,7,5337,71,93
1346,35.5952601,137.0954769,-1.4,-228.042,-131.007,7,5337,71,93
1347,35.5952665,137.0954766,-1.4,-226.045,-131.07,7,5337,71,93
1348,35.595273,137.0954764,-1.4,-224.048,-131.133,7,5337,71,93
1349,35.5952763,137.0954759,-1.4,-223.032,-131.247,7,5337,71,93
1350,35.5952793,137.0954793,-1.4,-222.108,-130.403,7,5337,71,93
1351,35.5952823,137.0954827,-1.4,-221.184,-129.559,7,5337,71,93
1352,35.5952854,137.095487,-1.4,-220.236,-128.463,7,5337,71,93
1353,35.5952865,137.0954896,-1.4,-219.886,-127.817,7,5337,71,93
1354,35.5952867,137.0954938,-1.4,-219.842,-126.781,7,5337,71,93
1355,35.5952868,137.0954979,-1.4,-219.798,-125.745,7,5337,71,93
1356,35.5952868,137.0955023,-1.4,-219.806,-124.642,7,5337,71,93
1357,35.5952869,137.0955362,-1.4,-219.773,-116.14,7,5337,71,93
1358,35.5953025,137.0955357,-1.4,-214.976,-116.27,7,5337,71,93
1359,35.595302,137.0955005,-1.4,-215.115,-125.105,7,5337,71,93
1360,35.5953019,137.0954803,-1.4,-215.14,-130.15,7,5337,71,93
1361,35.5953023,137.0954779,-1.4,-215.034,-130.745,7,5337,71,93
1362,35.5953032,137.095476,-1.4,-214.747,-131.234,7,5337,71,93
1363,35.5953049,137.0954748,-1.4,-214.219,-131.522,7,5337,71,93
1364,35.5953073,137.0954747,-1.4,-213.472,-131.561,7,5337,71,93
1365,35.5953098,137.0954745,-1.4,-212.725,-131.6,7,5337,71,93
1366,35.5953122,137.0954744,-1.4,-211.978,-131.639,7,5337,71,93
1367,35.5953146,137.0954742,-1.4,-211.231,-131.678,7,5337,71,93
1368,35.5953168,137.0954744,-1.4,-210.539,-131.641,7,5337,71,93
1369,35.5953181,137.0954754,-1.4,-210.148,-131.385,7,5337,71,93
1370,35.5953189,137.0954769,-1.4,-209.895,-131.01,7,5337,71,93
1371,35.5953191,137.0954797,-1.4,-209.852,-130.311,7,5337,71,93
1372,35.5953192,137.0954825,-1.4,-209.809,-129.612,7,5337,71,93
1373,35.5953192,137.0954855,-1.4,-209.817,-128.86,7,5337,71,93
1374,35.5953192,137.0954885,-1.4,-209.802,-128.104,7,5337,71,93
1375,35.5953193,137.0954915,-1.4,-209.795,-127.354,7,5337,71,93
1376,35.5953194,137.0954944,-1.4,-209.745,-126.612,7,5337,71,93
1377,35.5953193,137.0954975,-1.4,-209.795,-125.838,7,5337,71,93
1378,35.5953191,137.0955005,-1.4,-209.857,-125.1,7,5337,71,93
1379,35.595319,137.0955035,-1.4,-209.865,-124.348,7,5337,71,93
1380,35.5953324,137.0955035,-1.4,-205.745,-124.347,7,5337,71,93
1381,35.5953329,137.0955047,-1.4,-205.601,-124.051,7,5337,71,93
1382,35.5953462,137.0955043,-1.4,-201.503,-124.143,7,5337,71,93
1383,35.5953462,137.0955015,-1.4,-201.504,-124.854,7,5337,71,93
1384,35.5953504,137.0955011,-1.4,-200.187,-124.93,7,5337,71,93
1385,35.59535,137.0954769,-1.4,-200.313,-131.002,7,5337,71,93
1386,35.5953506,137.0954753,-1.4,-200.152,-131.403,7,5337,71,93
1387,35.5953513,137.0954742,-1.4,-199.933,-131.671,7,5337,71,93
1388,35.5953534,137.0954739,-1.4,-199.265,-131.742,7,5337,71,93
1389,35.5953557,137.0954739,-1.4,-198.556,-131.745,7,5337,71,93
1390,35.5953581,137.0954752,-1.4,-197.84,-131.42,7,5337,71,93
1391,35.5953605,137.0954773,-1.4,-197.086,-130.9,7,5337,71,93
1392,35.5953629,137.0954794,-1.4,-196.332,-130.38,7,5337,71,93
1393,35.5953651,137.0954819,-1.4,-195.672,-129.748,7,5337,71,93
1394,35.5953663,137.0954853,-1.4,-195.292,-128.907,7,5337,71,93
1395,35.5953667,137.0954888,-1.4,-195.183,-128.031,7,5337,71,93
1396,35.595367,137.0954925,-1.4,-195.085,-127.086,7,5337,71,93
1397,35.5953671,137.0954967,-1.4,-195.04,-126.051,7,5337,71,93
1398,35.5953671,137.0955009,-1.4,-195.051,-124.992,7,5337,71,93
1399,35.5953671,137.0955051,-1.4,-195.062,-123.933,7,5337,71,93
1400,35.595367,137.0955094,-1.4,-195.073,-122.874,7,5337,71,93
1401,35.5953671,137.0955136,-1.4,-195.04,-121.822,7,5337,71,93
1402,35.5953672,137.0955179,-1.4,-195.018,-120.738,7,5337,71,93
1403,35.5953674,137.0955218,-1.4,-194.973,-119.755,7,5337,71,93
1404,35.5953814,137.0955163,-1.4,-190.652,-121.131,7,5337,71,93
1405,35.5953814,137.0955119,-1.4,-190.646,-122.24,7,5337,71,93
1406,35.595382,137.0955071,-1.4,-190.466,-123.442,7,5337,71,93
1407,35.5953835,137.0955021,-1.4,-189.997,-124.68,7,5337,71,93
1408,35.5953861,137.0954969,-1.4,-189.206,-126,7,5337,71,93
1409,35.5953887,137.0954916,-1.4,-188.404,-127.312,7,5337,71,93
1410,35.5953927,137.095487,-1.4,-187.163,-128.48,7,5337,71,93
1411,35.5953972,137.0954823,-1.4,-185.772,-129.662,7,5337,71,93
1412,35.595403,137.095478,-1.4,-183.996,-130.722,7,5337,71,93
1413,35.5954088,137.0954738,-1.4,-182.2,-131.785,7,5337,71,93
1414,35.5954152,137.0954727,-1.4,-180.227,-132.054,7,5337,71,93
1415,35.595422,137.0954722,-1.4,-178.138,-132.169,7,5337,71,93
1416,35.5954288,137.0954718,-1.4,-176.049,-132.284,7,5337,71,93
1417,35.5954355,137.0954713,-1.4,-173.96,-132.399,7,5337,71,93
1418,35.5954429,137.0954714,-1.4,-171.696,-132.369,7,5337,71,93
1419,35.5954502,137.0954716,-1.4,-169.432,-132.339,7,5337,71,93
1420,35.5954576,137.0954717,-1.4,-167.168,-132.309,7,5337,71,93
1421,35.5954649,137.0954718,-1.4,-164.904,-132.279,7,5337,71,93
1422,35.5954723,137.0954719,-1.4,-162.64,-132.249,7,5337,71,93
1423,35.5954802,137.0954717,-1.4,-160.182,-132.313,7,5337,71,93
1424,35.5954888,137.0954706,-1.4,-157.553,-132.576,7,5337,71,93
1425,35.5954957,137.0954814,-1.4,-155.432,-129.884,7,5337,71,93
1426,35.595496,137.0954968,-1.4,-155.329,-126.019,7,5337,71,93
1427,35.5955029,137.0954968,-1.4,-153.202,-126.013,7,5337,71,93
1428,35.5955029,137.0954939,-1.4,-153.21,-126.741,7,5337,71,93
1429,35.5955049,137.0954938,-1.4,-152.569,-126.768,7,5337,71,93
1430,35.5955049,137.0954958,-1.4,-152.57,-126.261,7,5337,71,93
1431,35.5955252,137.0954956,-1.4,-146.333,-126.331,7,5337,71,93
1432,35.5955265,137.0954939,-1.4,-145.939,-126.746,7,5337,71,93
1433,35.5955382,137.0954939,-1.4,-142.308,-126.744,7,5337,71,93
1434,35.5955418,137.0954946,-1.4,-141.206,-126.573,7,5337,71,93
1435,35.5955456,137.0954951,-1.4,-140.046,-126.44,7,5337,71,93
1436,35.5955467,137.0954955,-1.4,-139.696,-126.334,7,5337,71,93
1437,35.5955475,137.0954967,-1.4,-139.464,-126.036,7,5337,71,93
1438,35.595548,137.0954985,-1.4,-139.291,-125.604,7,5337,71,93
1439,35.5955484,137.0955035,-1.4,-139.165,-124.343,7,5337,71,93
1440,35.5955485,137.0955111,-1.4,-139.142,-122.446,7,5337,71,93
1441,35.5955488,137.0955214,-1.4,-139.048,-119.854,7,5337,71,93
1442,35.5955491,137.0955318,-1.4,-138.954,-117.262,7,5337,71,93
1443,35.5955492,137.0955423,-1.4,-138.918,-114.613,7,5337,71,93
1444,35.5955494,137.0955529,-1.4,-138.882,-111.964,7,5337,71,93
1445,35.5955495,137.0955635,-1.4,-138.846,-109.315,7,5337,71,93
1446,35.5955496,137.0955741,-1.4,-138.81,-106.666,7,5337,71,93
1447,35.5955499,137.0955848,-1.4,-138.716,-103.978,7,5337,71,93
1448,35.5955502,137.0955955,-1.4,-138.622,-101.29,7,5337,71,93
1449,35.5955505,137.0956063,-1.4,-138.528,-98.602,7,5337,71,93
1450,35.5955505,137.0956116,-1.4,-138.522,-97.27,7,5337,71,93
1451,35.5955507,137.0956144,-1.4,-138.478,-96.559,7,5337,71,93
1452,35.5955508,137.0956186,-1.4,-138.451,-95.509,7,5337,71,93
1453,35.5955508,137.0956219,-1.4,-138.429,-94.688,7,5337,71,93
1454,35.5955507,137.0956325,-1.4,-138.462,-92.033,7,5337,71,93
1455,35.5955509,137.0956418,-1.4,-138.399,-89.713,7,5337,71,93
1456,35.5955513,137.0956512,-1.4,-138.277,-87.355,7,5337,71,93
1457,35.5955509,137.0956572,-1.4,-138.401,-85.84,7,5337,71,93
1458,35.5955511,137.0956634,-1.4,-138.36,-84.302,7,5337,71,93
1459,35.5955512,137.0956695,-1.4,-138.319,-82.764,7,5337,71,93
1460,35.5955513,137.0956757,-1.4,-138.278,-81.226,7,5337,71,93
1461,35.5955515,137.0956818,-1.4,-138.237,-79.688,7,5337,71,93
1462,35.5955514,137.0956883,-1.4,-138.253,-78.064,7,5337,71,93
1463,35.5955513,137.0956948,-1.4,-138.269,-76.44,7,5337,71,93
1464,35.5955514,137.0957013,-1.4,-138.238,-74.793,7,5337,71,93
1465,35.5955515,137.0957079,-1.4,-138.207,-73.146,7,5337,71,93
1466,35.5955517,137.0957145,-1.4,-138.176,-71.499,7,5337,71,93
1467,35.5955518,137.0957211,-1.4,-138.145,-69.852,7,5337,71,93
1468,35.5955519,137.0957277,-1.4,-138.114,-68.205,7,5337,71,93
1469,35.5955518,137.0957313,-1.4,-138.115,-67.291,7,5337,71,93
1470,35.5955513,137.0957335,-1.4,-138.272,-66.73,7,5337,71,93
1471,35.5955501,137.0957352,-1.4,-138.669,-66.315,7,5337,71,93
1472,35.5955481,137.0957363,-1.4,-139.281,-66.034,7,5337,71,93
1473,35.5955449,137.095736,-1.4,-140.249,-66.109,7,5337,71,93
1474,35.5955417,137.0957358,-1.4,-141.229,-66.159,7,5337,71,93
1475,35.5955396,137.0957363,-1.4,-141.887,-66.04,7,5337,71,93
1476,35.5955371,137.0957373,-1.4,-142.674,-65.781,7,5337,71,93
1477,35.5955369,137.0957434,-1.4,-142.708,-64.249,7,5337,71,93
1478,35.5955117,137.0957438,-1.4,-150.482,-64.173,7,5337,71,93
1479,35.5955119,137.0957529,-1.4,-150.441,-61.893,7,5337,71,93
1480,35.5955348,137.0957525,-1.4,-143.372,-61.98,7,5337,71,93
1481,35.5955408,137.0957518,-1.4,-141.525,-62.148,7,5337,71,93
1482,35.5955471,137.0957517,-1.4,-139.589,-62.173,7,5337,71,93
1483,35.5955499,137.0957517,-1.4,-138.729,-62.178,7,5337,71,93
1484,35.5955516,137.0957518,-1.4,-138.188,-62.16,7,5337,71,93
1485,35.5955523,137.095753,-1.4,-137.987,-61.856,7,5337,71,93
1486,35.5955525,137.0957546,-1.4,-137.922,-61.45,7,5337,71,93
1487,35.5955525,137.0957595,-1.4,-137.928,-60.236,7,5337,71,93
1488,35.5955524,137.0957643,-1.4,-137.934,-59.022,7,5337,71,93
1489,35.5955525,137.0957693,-1.4,-137.908,-57.777,7,5337,71,93
1490,35.5955522,137.0957704,-1.4,-138.013,-57.488,7,5337,71,93
1491,35.5955518,137.0957718,-1.4,-138.142,-57.155,7,5337,71,93
1492,35.5955507,137.0957731,-1.4,-138.465,-56.832,7,5337,71,93
1493,35.5955486,137.0957734,-1.4,-139.129,-56.742,7,5337,71,93
1494,35.5955461,137.0957733,-1.4,-139.901,-56.769,7,5337,71,93
1495,35.5955428,137.0957735,-1.4,-140.891,-56.73,7,5337,71,93
1496,35.5955428,137.095775,-1.4,-140.908,-56.36,7,5337,71,93
1497,35.5955041,137.0957743,-1.4,-152.844,-56.513,7,5337,71,93
1498,35.5955043,137.0957923,-1.4,-152.759,-52.007,7,5337,71,93
1499,35.5955425,137.0957912,-1.4,-140.983,-52.284,7,5337,71,93
1500,35.5955483,137.0957916,-1.4,-139.213,-52.199,7,5337,71,93
1501,35.5955504,137.095792,-1.4,-138.563,-52.078,7,5337,71,93
1502,35.595552,137.0957925,-1.4,-138.068,-51.958,7,5337,71,93
1503,35.5955532,137.0957934,-1.4,-137.704,-51.729,7,5337,71,93
1504,35.5955538,137.0957959,-1.4,-137.505,-51.121,7,5337,71,93
1505,35.5955544,137.0958005,-1.4,-137.329,-49.95,7,5337,71,93
1506,35.5955548,137.0958053,-1.4,-137.194,-48.761,7,5337,71,93
1507,35.5955555,137.0958116,-1.4,-136.985,-47.186,7,5337,71,93
1508,35.5955562,137.0958179,-1.4,-136.776,-45.611,7,5337,71,93
